KACAT Mission Control
Waiting for RADIO handshakeTelemetry: OK
Frequency: radio get freq
868100000

Bandwidth: radio get bw
125

Sync word: radio get sync
34

Spreading factor: radio get sf
sf7

Chirp rate: radio get cr
4/5

Radio info:
Starting flight
0,7.51,52.36,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.78,27.16,28.43,-9.63,0.36,0.04,-0.07,0.03,-0.02,0,1000.00,*A71120.00,
1,9.22,53.00,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.80,27.14,28.48,-9.62,0.39,0.06,-0.07,0.02,-0.01,0,1000.00,*A81120.00,
2,10.92,53.00,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.80,27.15,28.51,-9.61,0.36,-0.06,-0.07,0.03,-0.01,0,1000.00,*7B1136.00,
3,12.63,53.00,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.78,27.17,28.59,-0.03,8.19,-5.95,0.55,0.74,-0.67,0,1000.00,*D21128.00,
4,14.34,53.64,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.78,27.20,31.79,-1.83,-8.15,-4.04,0.95,-0.99,-2.83,0,1000.00,*961144.00,
5,16.04,53.64,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.78,27.19,30.82,-6.00,5.78,-5.97,-0.55,-3.36,-3.54,0,1000.00,*F71144.00,
6,17.75,53.64,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.80,27.16,30.54,-9.24,0.80,-1.81,-0.08,0.00,0.21,0,1000.00,*EC1128.00,
7,19.45,53.64,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.80,27.21,31.26,-7.95,-1.17,-5.52,1.22,0.38,-0.13,0,1000.00,*351136.00,
8,21.16,53.00,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.79,27.20,31.81,-7.88,-0.37,-5.32,-0.50,-0.00,0.02,0,1000.00,*9D1144.00,
9,22.87,53.00,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.81,27.22,31.36,-6.21,6.47,-1.63,0.38,1.71,1.84,0,1000.00,*EA1120.00,
10,24.57,53.00,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.79,27.22,31.65,-1.33,6.20,-7.35,0.55,0.80,-0.86,0,1000.00,*DF1136.00,
11,26.28,53.00,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.81,27.24,32.12,1.88,-5.88,-5.22,-0.56,3.15,1.36,0,1000.00,*9C1136.00,
12,27.99,53.64,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.79,27.25,32.45,-10.16,1.35,-1.17,0.02,0.05,-0.03,0,1000.00,*E91144.00,
13,29.69,53.64,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.81,27.25,31.07,-9.55,0.40,0.03,-0.06,0.03,-0.01,0,1000.00,*FB1136.00,
14,31.40,53.64,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.81,27.25,30.40,-9.47,0.50,0.15,1.48,-0.03,0.02,0,1000.00,*581128.00,
15,33.10,53.00,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.82,27.25,29.82,-9.59,0.35,-0.03,-0.07,0.03,-0.02,0,1000.00,*BA1144.00,
16,34.81,53.64,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.81,27.26,29.53,-9.63,0.32,0.04,-0.07,0.03,-0.01,0,1000.00,*431136.00,
17,36.52,53.64,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.81,27.26,29.23,-9.62,0.40,0.12,-0.07,0.03,-0.01,0,1000.00,*9E1136.00,
18,38.22,53.64,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.83,27.27,29.10,-9.53,0.33,0.02,-0.07,0.03,-0.01,0,1000.00,*861136.00,
19,39.93,53.64,0.000000,0.000000,16.829222,5573068.000000,0.000000,0.000000,1002.82,27.27,29.02,-9.59,0.34,0.01,-0.06,0.02,-0.02,0,1000.00,*1B1136.00,
