134,120.19,48.10,#,#,#,#,81.07,0.09,22.06,48.14,1.69,0.88,10.06,-0.06,0.03,-0.01,22.98,896,1000.00,*A2
135,121.09,48.10,#,#,#,#,80.88,0.09,22.05,48.14,1.71,0.93,10.14,-0.07,0.03,-0.02,22.98,896,1000.00,*67
136,121.99,48.10,#,#,#,#,80.82,0.09,22.05,48.14,1.67,0.91,10.13,-0.06,0.03,-0.01,23.07,896,1000.00,*27
137,122.88,48.10,#,#,#,#,80.77,0.09,22.05,48.15,1.64,0.87,10.03,-0.07,0.03,-0.02,23.02,896,1000.00,*9B
138,123.78,48.10,#,#,#,#,80.63,0.09,22.05,48.15,1.64,0.90,10.11,-0.06,0.03,-0.01,23.02,896,1000.00,*6C
139,124.67,48.10,#,#,#,#,80.80,0.09,22.05,48.15,1.61,0.90,10.04,-0.06,0.03,-0.01,23.07,896,1000.00,*17
140,125.57,48.10,#,#,#,#,81.03,0.09,22.06,48.14,1.64,0.85,10.07,-0.06,0.03,-0.01,23.07,896,1000.00,*F9
141,126.47,48.80,#,#,#,#,81.02,0.09,22.05,48.10,1.66,0.89,10.12,-0.07,0.03,-0.02,22.98,896,1000.00,*A7
142,127.36,48.80,#,#,#,#,81.28,0.09,22.05,48.12,1.64,0.83,10.17,-0.07,0.03,-0.01,23.02,896,1000.00,*E3
143,128.26,48.10,#,#,#,#,81.03,0.09,22.05,48.12,1.64,0.84,10.09,-0.07,0.03,-0.02,22.88,896,1000.00,*70
144,129.15,48.80,#,#,#,#,81.09,0.09,22.05,48.12,1.49,0.63,9.90,-0.07,0.03,-0.01,23.07,896,1000.00,*CA
145,130.05,48.80,#,#,#,#,80.92,0.09,22.05,48.13,1.25,0.56,11.30,-0.15,0.08,-0.01,22.98,896,1000.00,*86
146,130.95,48.80,#,#,#,#,80.90,0.09,22.07,48.39,-4.04,-0.55,9.67,-0.87,0.64,-0.23,22.93,896,1000.00,*F2
147,131.84,48.80,#,#,#,#,81.00,0.09,22.09,49.03,-8.84,-3.50,-3.17,-0.41,1.07,0.55,23.07,897,1000.00,*88
148,132.74,48.80,#,#,#,#,81.00,0.09,22.12,50.00,-6.34,-4.21,-1.26,-0.82,-2.31,-0.26,23.12,897,1000.00,*AE
149,133.64,48.10,#,#,#,#,81.14,0.09,22.13,49.98,1.87,3.36,9.00,1.76,-0.05,0.20,22.93,897,1000.00,*CC
150,134.53,48.10,#,#,#,#,80.88,0.09,22.13,49.54,0.29,11.01,-0.66,1.43,0.26,-0.55,23.12,896,1000.00,*91
151,135.43,48.80,#,#,#,#,80.92,0.09,22.15,49.59,-9.39,-2.55,4.17,-1.81,-0.10,-0.87,23.02,896,1000.00,*5B
152,136.33,48.80,#,#,#,#,80.90,0.09,22.18,50.09,-1.20,-3.99,9.85,-0.10,-2.40,-0.27,23.17,897,1000.00,*C1
153,137.22,48.80,#,#,#,#,81.01,0.09,22.21,50.49,-7.82,0.07,5.93,1.53,2.14,-0.61,23.17,897,1000.00,*29
