8,4.95,39.00,#,#,#,#,#,#,#,186.20,0.32,24.02,31.68,1.08,0.15,10.14,-0.07,0.03,-0.02,23.59,0,1000.00,*2D
9,5.53,39.70,#,#,#,#,#,#,#,186.33,0.32,24.02,31.65,1.10,0.12,10.10,-0.07,0.03,-0.01,23.73,0,1000.00,*90
10,6.11,39.70,#,#,#,#,#,#,#,186.25,0.32,24.03,31.67,1.06,0.12,10.28,-0.07,0.03,-0.02,23.64,0,1000.00,*60
11,6.70,39.70,#,#,#,#,#,#,#,186.19,0.32,24.03,31.71,1.02,0.13,10.13,-0.06,0.03,-0.01,23.59,0,1000.00,*53
12,7.28,40.40,#,#,#,#,#,#,#,186.35,0.32,24.03,31.76,1.01,0.09,10.17,-0.07,0.03,-0.02,23.64,0,1000.00,*A8
13,7.86,40.40,#,#,#,#,#,#,#,186.06,0.32,24.04,31.78,1.04,0.16,10.21,-0.07,0.03,-0.02,23.64,0,1000.00,*19
14,8.44,40.40,#,#,#,#,#,#,#,186.40,0.32,24.04,31.80,1.12,0.14,10.16,-0.07,0.03,-0.01,23.73,0,1000.00,*D6
15,9.02,40.40,#,#,#,#,#,#,#,186.48,0.32,24.03,31.79,1.11,0.11,10.17,-0.07,0.03,-0.02,23.59,0,1000.00,*9B
16,9.61,40.40,#,#,#,#,#,#,#,186.47,0.32,24.03,31.78,1.11,0.18,10.22,-0.06,0.02,-0.02,23.68,0,1000.00,*97
17,10.20,41.10,#,#,#,#,#,#,#,186.12,0.32,24.04,31.77,1.13,0.17,10.21,-0.07,0.03,-0.01,23.73,0,1000.00,*90
18,10.78,41.10,#,#,#,#,#,#,#,186.11,0.32,24.05,31.76,1.12,0.20,10.16,-0.07,0.03,-0.02,23.68,0,1000.00,*5D
19,11.36,41.10,#,#,#,#,#,#,#,186.06,0.32,24.06,31.77,1.13,0.17,10.13,-0.07,0.03,-0.01,23.73,0,1000.00,*1D
20,11.95,41.10,#,#,#,#,#,#,#,186.31,0.32,24.06,31.76,1.24,0.21,10.09,-0.07,0.03,-0.01,23.78,0,1000.00,*61
21,12.54,41.80,#,#,#,#,#,#,#,186.07,0.31,24.08,31.77,1.25,0.21,10.05,-0.07,0.03,-0.01,23.82,0,1000.00,*58
22,13.12,41.80,#,#,#,#,#,#,#,186.17,0.32,24.07,31.78,1.14,0.17,10.07,-0.07,0.03,-0.01,23.78,0,1000.00,*58
23,13.70,41.80,#,#,#,#,#,#,#,186.26,0.32,24.06,31.79,1.18,0.13,10.18,-0.07,0.03,-0.01,23.82,0,1000.00,*15
24,14.29,41.80,#,#,#,#,#,#,#,185.91,0.32,24.06,31.81,1.10,0.17,10.10,-0.07,0.03,-0.01,23.87,0,1000.00,*89
25,14.87,41.80,#,#,#,#,#,#,#,186.08,0.32,24.05,31.84,1.03,0.13,10.14,-0.07,0.03,-0.01,23.82,0,1000.00,*B0
0,0.03,42.50,#,#,#,#,#,#,#,,0.14,24.09,31.70,1.07,0.13,10.14,-0.06,0.03,-0.02,23.92,0,1000.00,*EF
1,1.97,42.50,#,#,#,#,#,#,#,186.02,0.32,24.07,31.70,1.13,0.16,10.20,-0.07,0.02,-0.01,23.92,0,1000.00,*F2
2,2.55,42.50,#,#,#,#,#,#,#,186.02,0.32,24.07,31.70,1.09,0.15,10.17,-0.07,0.03,-0.01,23.92,0,1000.00,*40
3,3.25,42.50,#,#,#,#,#,#,#,186.23,0.26,24.09,31.69,1.07,0.13,10.19,-0.07,0.02,-0.01,23.87,0,1000.00,*B3
4,3.83,42.50,#,#,#,#,#,#,#,186.17,0.32,24.08,31.71,1.11,0.21,10.28,-0.07,0.02,-0.01,23.97,0,1000.00,*19
5,4.42,42.50,#,#,#,#,#,#,#,186.10,0.32,24.10,31.71,1.14,0.15,10.22,-0.06,0.03,-0.02,23.97,0,1000.00,*DD
6,5.00,42.50,#,#,#,#,#,#,#,186.31,0.32,24.09,31.69,1.17,0.05,10.21,-0.07,0.02,-0.01,24.01,0,1000.00,*73
7,5.58,43.20,#,#,#,#,#,#,#,186.39,0.32,24.10,31.69,1.12,0.17,10.12,-0.06,0.03,-0.01,23.97,0,1000.00,*45
8,6.17,43.20,#,#,#,#,#,#,#,186.17,0.32,24.09,31.72,1.19,0.10,10.11,-0.07,0.03,-0.01,23.87,0,1000.00,*2B
9,6.75,43.20,#,#,#,#,#,#,#,186.28,0.32,24.09,31.75,0.99,0.08,9.97,-0.07,0.04,-0.01,23.97,0,1000.00,*41
10,7.33,42.50,#,#,#,#,#,#,#,186.36,0.32,24.09,31.76,1.13,0.12,9.97,-0.08,0.02,-0.02,23.92,0,1000.00,*B9
11,7.92,43.20,#,#,#,#,#,#,#,186.23,0.32,24.10,31.76,0.99,0.12,10.19,-0.07,0.02,-0.02,24.01,0,1000.00,*B7
12,8.50,43.20,#,#,#,#,#,#,#,186.27,0.32,24.11,31.75,1.05,0.12,10.09,-0.06,0.03,-0.01,23.92,0,1000.00,*1D
13,9.08,43.20,#,#,#,#,#,#,#,186.09,0.32,24.10,31.75,1.15,0.23,10.01,-0.06,0.04,-0.02,23.92,0,1000.00,*49
14,9.67,43.90,#,#,#,#,#,#,#,186.10,0.32,24.12,31.75,1.14,0.18,10.19,-0.07,0.02,-0.01,23.92,0,1000.00,*62
15,10.25,43.90,#,#,#,#,#,#,#,186.26,0.32,24.12,31.75,1.06,0.18,10.12,-0.07,0.03,-0.01,23.92,0,1000.00,*FE
16,10.83,43.90,#,#,#,#,#,#,#,186.15,0.32,24.12,31.74,1.15,0.18,10.14,-0.06,0.03,-0.00,23.87,0,1000.00,*3E
17,11.42,43.90,#,#,#,#,#,#,#,186.19,0.32,24.13,31.74,1.09,0.08,10.26,-0.07,0.02,-0.02,23.97,0,1000.00,*4E
18,12.00,43.90,#,#,#,#,#,#,#,186.21,0.32,24.13,31.74,1.13,0.21,10.19,-0.07,0.02,-0.01,24.06,0,1000.00,*3D
19,12.58,43.90,#,#,#,#,#,#,#,186.25,0.32,24.13,31.74,1.07,0.14,10.29,-0.06,0.02,-0.02,23.97,0,1000.00,*8D
20,13.17,43.90,#,#,#,#,#,#,#,186.35,0.32,24.12,31.73,2.22,-0.04,10.67,-0.15,-0.13,-0.19,23.97,0,1000.00,*C1
21,13.75,43.90,#,#,#,#,#,#,#,186.17,0.32,24.11,33.78,1.38,-1.10,10.42,-0.06,-0.04,-0.15,23.92,0,1000.00,*7E
22,14.34,43.90,#,#,#,#,#,#,#,186.32,0.32,24.12,35.34,-0.22,-1.39,12.19,-0.18,0.16,0.08,23.97,0,1000.00,*C0
23,14.92,43.90,#,#,#,#,#,#,#,186.41,0.32,24.13,35.73,-2.55,1.73,10.99,-0.09,-0.92,0.57,23.82,0,1000.00,*74
24,15.50,43.90,#,#,#,#,#,#,#,186.55,0.32,24.13,35.46,-1.32,-1.12,19.61,-0.95,0.16,-0.51,23.92,0,1000.00,*B9
25,16.09,43.90,#,#,#,#,#,#,#,186.29,0.32,24.12,35.25,-0.84,-0.90,10.44,0.29,0.22,0.02,24.01,0,1000.00,*F9
26,16.67,43.90,#,#,#,#,#,#,#,185.95,0.32,24.10,36.11,-0.48,0.28,10.21,-0.14,-0.57,-0.03,24.01,0,1000.00,*F3
27,17.25,43.90,#,#,#,#,#,#,#,186.30,0.32,24.10,37.05,0.56,-0.39,8.15,-0.14,0.93,-0.44,23.92,0,1000.00,*1E
28,17.84,43.90,#,#,#,#,#,#,#,186.37,0.32,24.11,38.83,2.00,-1.89,11.03,-0.00,-0.25,-0.13,24.01,0,1000.00,*36
29,18.43,44.60,#,#,#,#,#,#,#,186.21,0.31,24.12,40.24,1.11,0.18,10.26,-0.06,0.05,-0.02,24.06,0,1000.00,*23
30,19.01,44.60,#,#,#,#,#,#,#,186.18,0.32,24.12,40.14,1.04,0.22,10.27,-0.06,0.04,-0.01,23.92,0,1000.00,*58
31,19.59,44.60,#,#,#,#,#,#,#,186.37,0.32,24.12,39.10,1.05,0.15,10.16,-0.07,0.02,-0.02,23.92,0,1000.00,*14
32,20.18,44.60,#,#,#,#,#,#,#,186.39,0.32,24.11,37.64,1.09,0.15,10.18,-0.07,0.03,-0.01,24.06,0,1000.00,*C3
33,20.76,44.60,#,#,#,#,#,#,#,186.13,0.32,24.11,36.47,1.02,0.11,10.20,-0.07,0.03,-0.02,24.01,0,1000.00,*74
34,21.34,45.30,#,#,#,#,#,#,#,186.20,0.32,24.11,35.71,1.09,0.14,10.19,-0.07,0.03,-0.01,23.97,0,1000.00,*E3
35,21.93,44.60,#,#,#,#,#,#,#,186.35,0.32,24.11,35.23,1.07,0.16,10.08,-0.07,0.03,-0.01,24.01,0,1000.00,*F3
36,22.51,44.60,#,#,#,#,#,#,#,186.35,0.32,24.12,34.84,1.08,0.10,10.16,-0.07,0.02,-0.02,24.06,0,1000.00,*29
