0,0.33,31.30,#,#,#,#,#,#,#,#,#,#,-9.79,-5.15,-2.84,0.26,0.23,-0.45,22.41,0,1000.00,*D7
169,98.77,43.90,#,#,#,#,#,#,#,185.27,0.32,23.32,40.22,2.43,-0.16,10.16,-0.03,-0.01,0.30,23.78,0,1000.00,*F6
170,99.35,43.90,#,#,#,#,#,#,#,185.49,0.32,23.32,40.09,2.81,-3.15,11.50,0.27,0.32,-0.05,23.68,0,1000.00,*D6
171,99.94,43.90,#,#,#,#,#,#,#,185.64,0.32,23.32,39.84,3.01,-0.63,9.60,-0.07,0.05,-0.01,23.68,0,1000.00,*81
172,100.52,43.90,#,#,#,#,#,#,#,185.60,0.32,23.32,39.59,2.54,-0.34,9.90,0.02,0.03,0.18,23.73,0,1000.00,*E5
173,101.11,43.90,#,#,#,#,#,#,#,185.39,0.32,23.32,39.41,2.78,-0.61,10.31,-0.03,0.10,-0.02,23.78,0,1000.00,*9D
174,101.69,43.90,#,#,#,#,#,#,#,185.48,0.32,23.32,39.25,2.46,-0.59,10.18,0.33,0.69,-0.42,23.73,0,1000.00,*1B
175,102.27,43.90,#,#,#,#,#,#,#,185.49,0.32,23.32,39.10,2.08,0.34,10.66,-0.08,0.01,-0.03,23.73,0,1000.00,*14
176,102.86,43.90,#,#,#,#,#,#,#,185.53,0.32,23.33,38.95,2.53,-0.58,10.01,-0.12,-0.01,-0.10,23.78,0,1000.00,*C3
177,103.44,43.90,#,#,#,#,#,#,#,185.61,0.32,23.33,38.84,0.74,-0.86,7.39,-0.11,-0.00,-0.02,23.64,0,1000.00,*CC
178,104.02,43.90,#,#,#,#,#,#,#,185.20,0.32,23.33,38.76,2.59,-0.47,9.96,-0.06,0.03,-0.02,23.64,0,1000.00,*95
179,104.61,44.60,#,#,#,#,#,#,#,185.27,0.32,23.34,38.69,2.72,-0.41,9.93,-0.07,0.02,-0.06,23.73,0,1000.00,*91
180,105.19,43.90,#,#,#,#,#,#,#,185.45,0.32,23.33,38.62,2.57,-0.53,10.14,-0.07,0.03,-0.02,23.78,0,1000.00,*1E
181,105.77,43.90,#,#,#,#,#,#,#,185.52,0.32,23.33,38.56,2.54,-0.46,9.93,-0.07,0.03,-0.01,23.87,0,1000.00,*76
182,106.36,44.60,#,#,#,#,#,#,#,185.51,0.32,23.34,38.52,2.54,-0.41,9.90,-0.07,0.03,-0.01,23.78,0,1000.00,*FA
183,106.94,44.60,#,#,#,#,#,#,#,185.29,0.32,23.33,38.47,2.59,-0.45,9.91,-0.07,0.03,-0.02,23.78,0,1000.00,*E2
184,107.53,43.90,#,#,#,#,#,#,#,185.49,0.32,23.34,38.43,2.67,-0.50,9.93,-0.06,0.03,-0.01,23.78,0,1000.00,*A7
185,108.11,43.90,#,#,#,#,#,#,#,185.61,0.32,23.34,38.38,2.56,-0.45,9.89,-0.07,0.03,-0.02,23.73,0,1000.00,*C2
186,108.69,44.60,#,#,#,#,#,#,#,185.57,0.32,23.34,38.35,2.64,-0.43,9.88,-0.07,0.03,-0.02,23.73,0,1000.00,*BA
187,109.29,43.90,#,#,#,#,#,#,#,185.45,0.31,23.35,38.30,2.52,-0.51,9.94,-0.07,0.03,-0.02,23.68,0,1000.00,*B9
188,109.87,43.90,#,#,#,#,#,#,#,185.39,0.32,23.34,38.27,2.56,-0.50,9.85,-0.06,0.03,-0.01,23.78,0,1000.00,*10
189,110.46,43.90,#,#,#,#,#,#,#,185.32,0.32,23.35,38.22,2.60,-0.44,9.99,-0.07,0.02,-0.01,23.73,0,1000.00,*5B
190,111.04,44.60,#,#,#,#,#,#,#,185.31,0.32,23.35,38.19,2.61,-0.45,9.92,-0.07,0.03,-0.02,23.82,0,1000.00,*CE
191,111.65,44.60,#,#,#,#,#,#,#,185.39,0.30,23.36,38.15,2.71,-0.37,9.88,-0.06,0.03,-0.01,23.78,0,1000.00,*99
192,112.24,44.60,#,#,#,#,#,#,#,185.57,0.32,23.35,38.13,2.53,-0.48,9.96,-0.06,0.03,-0.02,23.87,0,1000.00,*2E
193,112.82,43.90,#,#,#,#,#,#,#,185.72,0.32,23.35,38.10,2.58,-0.39,9.90,-0.07,0.03,-0.01,23.68,0,1000.00,*7D
194,113.40,44.60,#,#,#,#,#,#,#,185.46,0.32,23.35,38.06,-8.04,-8.60,4.36,1.60,2.00,-1.38,23.73,0,1000.00,*B5
195,113.99,44.60,#,#,#,#,#,#,#,185.74,0.32,23.36,38.01,-9.46,-0.26,-0.02,-1.63,1.29,0.08,23.73,0,1000.00,*1C
196,114.57,44.60,#,#,#,#,#,#,#,185.52,0.32,23.36,37.96,-8.72,-1.90,3.39,0.77,-0.56,-1.07,23.82,0,1000.00,*6C
197,115.16,44.60,#,#,#,#,#,#,#,185.51,0.32,23.37,37.92,-7.89,-1.43,6.77,1.02,-0.64,0.86,23.78,0,1000.00,*B6
198,115.74,44.60,#,#,#,#,#,#,#,185.85,0.32,23.36,37.88,-3.74,-0.17,9.03,-0.52,-1.28,-0.44,23.78,0,1000.00,*B1
199,116.33,44.60,#,#,#,#,#,#,#,185.42,0.32,23.36,37.86,0.20,-1.13,10.50,-0.08,-0.54,-0.28,23.82,0,1000.00,*CD
200,116.91,44.60,#,#,#,#,#,#,#,185.31,0.32,23.36,37.83,1.26,0.05,11.21,-0.28,1.43,-0.40,23.87,0,1000.00,*DC
201,117.50,44.60,#,#,#,#,#,#,#,185.52,0.32,23.37,37.80,-0.57,-2.01,9.81,0.29,-0.45,0.18,23.82,0,1000.00,*70
202,118.08,44.60,#,#,#,#,#,#,#,185.51,0.32,23.37,37.75,-4.52,-3.20,8.39,0.18,0.51,-0.53,23.82,0,1000.00,*AC
203,118.66,45.30,#,#,#,#,#,#,#,185.53,0.32,23.37,37.74,-1.80,-0.69,10.10,0.05,-0.78,0.27,23.87,0,1000.00,*15
204,119.24,44.60,#,#,#,#,#,#,#,185.58,0.32,23.37,37.71,0.04,0.73,10.13,0.01,0.06,0.04,23.82,0,1000.00,*DD
205,119.83,45.30,#,#,#,#,#,#,#,185.67,0.32,23.38,37.68,0.63,1.33,10.00,-0.32,-0.33,-0.29,23.78,0,1000.00,*91
206,120.41,44.60,#,#,#,#,#,#,#,185.62,0.32,23.38,37.67,1.90,-0.05,9.67,-0.15,0.17,-0.01,23.82,0,1000.00,*A7
207,120.99,44.60,#,#,#,#,#,#,#,185.39,0.32,23.38,37.65,2.63,-1.13,9.27,-0.37,-0.28,-0.03,23.73,0,1000.00,*E5
208,121.58,44.60,#,#,#,#,#,#,#,185.61,0.32,23.39,37.63,4.51,-1.83,9.19,0.01,0.08,-0.33,23.73,0,1000.00,*1C
209,122.16,45.30,#,#,#,#,#,#,#,185.66,0.32,23.38,37.63,4.48,-0.38,9.21,-0.05,0.04,0.21,23.82,0,1000.00,*D2
210,122.75,45.30,#,#,#,#,#,#,#,185.53,0.32,23.39,37.60,1.84,0.76,8.33,-0.77,1.13,-2.36,23.87,0,1000.00,*86
211,123.33,44.60,#,#,#,#,#,#,#,185.56,0.32,23.39,37.59,-0.02,-1.01,10.37,-0.39,0.12,-0.08,23.92,0,1000.00,*A0
212,123.91,44.60,#,#,#,#,#,#,#,185.54,0.32,23.39,37.58,0.13,-0.25,10.37,-0.23,0.01,-0.15,23.73,0,1000.00,*28
213,124.50,44.60,#,#,#,#,#,#,#,185.46,0.32,23.40,37.57,-0.50,0.54,11.12,-0.15,0.10,-0.64,23.78,0,1000.00,*53
214,125.08,44.60,#,#,#,#,#,#,#,185.47,0.32,23.40,37.55,1.67,0.18,10.58,0.02,-0.34,-0.03,23.78,0,1000.00,*88
215,125.66,45.30,#,#,#,#,#,#,#,185.28,0.32,23.40,37.54,2.94,1.84,10.35,-0.01,-0.00,0.44,23.78,0,1000.00,*C1
216,126.25,45.30,#,#,#,#,#,#,#,185.34,0.32,23.40,37.52,1.91,1.15,8.98,-0.02,-0.45,0.11,23.87,0,1000.00,*64
217,126.83,45.30,#,#,#,#,#,#,#,185.66,0.32,23.39,37.52,0.49,-0.00,11.73,-0.54,-0.02,-0.34,23.78,0,1000.00,*16
218,127.41,44.60,#,#,#,#,#,#,#,185.73,0.32,23.41,37.51,-0.84,4.42,7.06,0.62,0.56,-1.65,23.92,0,1000.00,*B6
219,128.00,44.60,#,#,#,#,#,#,#,185.72,0.32,23.40,37.50,0.60,1.87,9.31,-0.28,-0.13,0.09,23.87,0,1000.00,*AF
220,128.58,45.30,#,#,#,#,#,#,#,185.78,0.32,23.40,37.49,0.06,0.41,11.00,-1.01,-0.44,-0.41,23.78,0,1000.00,*C0
221,129.17,45.30,#,#,#,#,#,#,#,185.84,0.32,23.41,37.48,0.08,1.41,11.90,0.35,-0.09,-0.54,23.87,0,1000.00,*2F
222,129.75,45.30,#,#,#,#,#,#,#,185.66,0.32,23.41,37.47,0.19,-2.65,9.91,-1.34,0.34,-1.88,23.87,0,1000.00,*37
223,130.33,45.30,#,#,#,#,#,#,#,185.51,0.32,23.41,37.46,1.84,-1.62,9.58,-0.30,-0.16,0.08,23.87,0,1000.00,*18
224,130.93,45.30,#,#,#,#,#,#,#,185.43,0.31,23.42,37.45,3.51,-1.13,10.39,-0.19,0.02,0.01,23.87,0,1000.00,*69
225,131.51,45.30,#,#,#,#,#,#,#,185.42,0.32,23.42,37.43,-0.24,1.05,15.44,0.07,-0.53,-0.48,23.87,0,1000.00,*47
226,132.09,45.30,#,#,#,#,#,#,#,185.62,0.32,23.42,37.43,3.18,-1.91,12.50,-0.09,0.14,-0.49,23.82,0,1000.00,*28
227,132.68,45.30,#,#,#,#,#,#,#,185.71,0.32,23.42,37.43,-0.02,2.69,10.97,-0.67,0.38,-0.11,23.82,0,1000.00,*31
228,133.26,45.30,#,#,#,#,#,#,#,185.32,0.32,23.42,37.42,0.38,-0.54,10.92,-0.22,-0.41,0.17,23.82,0,1000.00,*16
229,133.85,45.30,#,#,#,#,#,#,#,185.61,0.32,23.42,37.44,2.09,0.04,7.36,0.17,1.14,0.22,23.82,0,1000.00,*7D
230,134.43,45.30,#,#,#,#,#,#,#,185.33,0.32,23.42,37.42,3.11,0.66,11.32,0.27,0.31,-0.04,23.78,0,1000.00,*AF
231,135.01,45.30,#,#,#,#,#,#,#,185.38,0.32,23.43,37.41,3.39,-0.93,9.98,-0.43,-0.34,0.25,23.92,0,1000.00,*87
232,135.60,45.30,#,#,#,#,#,#,#,185.36,0.32,23.42,37.40,2.76,-0.15,7.57,-0.31,-0.08,0.03,23.92,0,1000.00,*1F
233,136.18,45.30,#,#,#,#,#,#,#,185.50,0.32,23.42,37.38,2.42,-0.21,10.02,-0.07,0.03,-0.01,23.92,0,1000.00,*67
234,136.77,45.30,#,#,#,#,#,#,#,185.43,0.31,23.43,37.37,2.50,-0.20,9.89,-0.07,0.02,-0.02,23.82,0,1000.00,*C9
235,137.35,45.30,#,#,#,#,#,#,#,185.46,0.32,23.43,37.36,2.39,-0.22,10.18,-0.07,0.03,-0.01,23.87,0,1000.00,*8C
236,137.93,45.30,#,#,#,#,#,#,#,185.45,0.32,23.43,37.34,2.47,-0.11,10.01,-0.06,0.03,-0.02,23.92,0,1000.00,*DB
237,138.52,45.30,#,#,#,#,#,#,#,185.60,0.32,23.43,37.33,2.51,-0.17,9.90,-0.08,0.03,-0.01,23.87,0,1000.00,*25
238,139.10,45.30,#,#,#,#,#,#,#,185.39,0.32,23.44,37.32,2.43,-0.17,9.86,-0.08,0.02,-0.01,23.92,0,1000.00,*F9
239,139.69,45.30,#,#,#,#,#,#,#,185.36,0.32,23.44,37.31,2.45,-0.12,9.87,-0.05,0.04,-0.02,23.82,0,1000.00,*A6
240,140.27,45.30,#,#,#,#,#,#,#,185.45,0.32,23.44,37.30,2.42,-0.10,10.00,-0.07,0.04,-0.02,23.97,0,1000.00,*1C
241,140.85,45.30,#,#,#,#,#,#,#,185.51,0.32,23.44,37.30,2.51,-0.14,9.92,-0.06,0.03,-0.02,23.97,0,1000.00,*82
242,141.44,45.30,#,#,#,#,#,#,#,185.41,0.32,23.44,37.28,2.47,-0.12,9.97,-0.07,0.03,-0.01,23.92,0,1000.00,*E0
243,142.02,45.30,#,#,#,#,#,#,#,185.56,0.32,23.45,37.28,2.50,-0.18,9.93,-0.07,0.03,-0.01,23.87,0,1000.00,*7F
244,142.60,45.30,#,#,#,#,#,#,#,185.67,0.32,23.45,37.27,2.49,-0.18,9.94,-0.07,0.03,-0.01,23.92,0,1000.00,*8F
245,143.19,45.30,#,#,#,#,#,#,#,185.53,0.32,23.45,37.25,1.63,0.21,10.42,-0.64,0.01,-0.51,23.92,0,1000.00,*88
246,143.77,46.00,#,#,#,#,#,#,#,185.69,0.32,23.45,37.24,2.47,-0.19,9.85,-0.07,0.02,-0.01,23.92,0,1000.00,*D2
247,144.35,45.30,#,#,#,#,#,#,#,185.64,0.32,23.46,37.23,2.47,-0.14,9.89,-0.07,0.03,-0.01,23.87,0,1000.00,*67
248,144.94,46.00,#,#,#,#,#,#,#,185.74,0.32,23.46,37.22,5.28,0.84,11.86,0.36,-2.82,2.45,23.87,0,1000.00,*E6
249,145.52,46.00,#,#,#,#,#,#,#,185.66,0.32,23.45,37.22,2.00,1.90,-3.04,-1.13,-0.72,-0.71,23.87,0,1000.00,*F6
250,146.11,46.00,#,#,#,#,#,#,#,185.76,0.32,23.46,37.24,0.65,-1.35,-10.09,0.05,-1.59,0.03,23.92,0,1000.00,*45
251,146.69,46.00,#,#,#,#,#,#,#,186.02,0.32,23.46,37.25,-1.57,0.00,-8.11,0.27,0.25,0.41,23.97,0,1000.00,*15
252,147.27,46.00,#,#,#,#,#,#,#,185.95,0.32,23.47,37.24,-0.12,-1.24,-8.93,0.36,0.14,1.36,24.01,0,1000.00,*62
253,147.86,46.00,#,#,#,#,#,#,#,185.66,0.31,23.47,37.22,-2.86,0.03,-9.23,-0.07,0.02,-0.01,23.92,0,1000.00,*D0
254,148.45,46.00,#,#,#,#,#,#,#,185.69,0.32,23.46,37.19,-2.81,-0.10,-9.18,-0.06,0.03,-0.01,23.87,0,1000.00,*D2
255,149.03,46.00,#,#,#,#,#,#,#,185.78,0.32,23.47,37.17,-4.38,2.09,-7.78,-0.02,-0.54,-0.01,23.97,0,1000.00,*68
256,149.61,46.00,#,#,#,#,#,#,#,185.71,0.32,23.47,37.15,-3.21,0.59,-9.21,-0.13,-0.05,-0.04,24.06,0,1000.00,*4E
257,150.20,46.00,#,#,#,#,#,#,#,185.70,0.32,23.47,37.13,-3.04,0.38,-9.11,0.00,0.04,-0.00,24.01,0,1000.00,*52
258,150.78,45.30,#,#,#,#,#,#,#,186.00,0.32,23.47,37.11,-3.38,0.34,-8.80,-0.08,0.04,-0.02,23.97,0,1000.00,*16
259,151.37,46.00,#,#,#,#,#,#,#,186.21,0.32,23.47,37.09,-3.39,2.21,-7.47,0.28,-0.05,0.40,23.97,0,1000.00,*61
260,151.95,46.00,#,#,#,#,#,#,#,185.80,0.32,23.47,37.08,-4.26,1.35,-8.44,-0.09,-0.01,-0.29,23.97,0,1000.00,*B4
261,152.54,46.00,#,#,#,#,#,#,#,186.04,0.32,23.48,37.08,-3.63,0.40,-8.97,-0.05,0.02,-0.03,24.06,0,1000.00,*AF
262,153.13,46.00,#,#,#,#,#,#,#,185.84,0.32,23.48,37.06,-3.57,0.34,-9.00,-0.08,-0.00,-0.03,24.01,0,1000.00,*9B
263,153.71,46.00,#,#,#,#,#,#,#,185.86,0.32,23.48,37.06,-3.68,0.55,-8.92,-0.07,-0.09,-0.02,23.97,0,1000.00,*DC
264,154.29,46.00,#,#,#,#,#,#,#,185.72,0.32,23.48,37.05,-4.00,0.42,-8.67,-0.07,0.10,-0.06,23.92,0,1000.00,*4C
265,154.88,46.00,#,#,#,#,#,#,#,185.95,0.32,23.49,37.04,-4.10,0.37,-8.83,-0.17,0.05,-0.16,23.97,0,1000.00,*ED
266,155.46,46.00,#,#,#,#,#,#,#,185.88,0.32,23.49,37.03,-3.81,0.73,-8.83,-0.27,-0.11,-0.49,24.01,0,1000.00,*FC
267,156.05,46.00,#,#,#,#,#,#,#,185.89,0.32,23.49,37.02,-4.47,0.35,-8.75,-0.07,-0.18,-0.01,24.06,0,1000.00,*B3
268,156.63,46.00,#,#,#,#,#,#,#,186.12,0.32,23.50,37.00,-3.87,0.35,-8.47,-0.07,0.03,-0.02,23.97,0,1000.00,*A4
269,157.21,46.00,#,#,#,#,#,#,#,185.86,0.32,23.49,36.99,-3.77,0.30,-8.87,-0.07,0.02,-0.01,24.01,0,1000.00,*86
270,157.80,46.00,#,#,#,#,#,#,#,185.97,0.32,23.49,36.98,-3.99,0.37,-8.72,-0.06,0.02,-0.01,24.11,0,1000.00,*EC
271,158.39,46.00,#,#,#,#,#,#,#,185.93,0.32,23.50,36.98,-3.99,0.36,-8.74,-0.07,0.03,-0.01,24.01,0,1000.00,*70
272,158.97,46.00,#,#,#,#,#,#,#,186.03,0.32,23.50,36.98,-4.00,0.34,-8.79,-0.07,0.03,-0.02,24.01,0,1000.00,*7B
273,159.55,46.00,#,#,#,#,#,#,#,186.04,0.32,23.49,36.97,-3.97,0.40,-8.70,-0.08,0.01,-0.01,24.06,0,1000.00,*66
274,160.14,46.00,#,#,#,#,#,#,#,185.73,0.32,23.50,36.97,-4.02,0.33,-8.66,-0.07,0.02,-0.01,24.06,0,1000.00,*BB
275,160.72,46.00,#,#,#,#,#,#,#,186.05,0.32,23.50,36.96,-3.99,0.36,-8.80,-0.06,0.03,-0.01,24.06,0,1000.00,*53
276,161.31,46.00,#,#,#,#,#,#,#,186.13,0.32,23.50,36.96,-3.99,0.37,-8.81,-0.07,0.03,-0.01,24.01,0,1000.00,*F2
277,161.89,46.00,#,#,#,#,#,#,#,185.85,0.32,23.51,36.95,-3.99,0.36,-8.69,-0.07,0.03,-0.01,23.97,0,1000.00,*EC
278,162.47,46.70,#,#,#,#,#,#,#,185.88,0.32,23.50,36.94,-3.96,0.45,-8.72,-0.07,0.00,-0.01,24.06,0,1000.00,*50
279,163.06,46.00,#,#,#,#,#,#,#,185.80,0.32,23.51,36.94,-4.04,0.34,-8.74,-0.07,0.03,-0.01,24.06,0,1000.00,*DB
280,163.64,46.70,#,#,#,#,#,#,#,185.68,0.32,23.51,36.94,-4.02,0.28,-8.78,-0.07,0.03,-0.02,24.01,0,1000.00,*51
281,164.23,46.70,#,#,#,#,#,#,#,185.63,0.32,23.51,36.93,-4.03,0.34,-8.77,-0.06,0.02,-0.01,24.01,0,1000.00,*DB
282,164.81,46.00,#,#,#,#,#,#,#,185.69,0.32,23.51,36.92,-4.00,0.34,-8.72,-0.07,0.03,-0.01,24.06,0,1000.00,*2C
283,165.39,46.00,#,#,#,#,#,#,#,185.89,0.32,23.51,36.92,-4.06,0.37,-8.76,-0.07,0.02,-0.02,24.06,0,1000.00,*6B
284,165.97,46.70,#,#,#,#,#,#,#,185.95,0.32,23.51,36.92,-4.02,0.30,-8.77,-0.07,0.03,-0.02,24.11,0,1000.00,*FF
285,166.56,46.70,#,#,#,#,#,#,#,185.92,0.32,23.52,36.90,-4.02,0.34,-8.76,-0.07,0.03,-0.01,24.06,0,1000.00,*2A
286,167.15,46.00,#,#,#,#,#,#,#,186.04,0.32,23.52,36.89,-4.08,0.33,-8.71,-0.06,0.03,-0.01,24.06,0,1000.00,*D5
287,167.73,46.00,#,#,#,#,#,#,#,186.01,0.32,23.52,36.89,-4.15,0.33,-8.81,-0.07,0.03,-0.02,24.01,0,1000.00,*85
288,168.31,46.70,#,#,#,#,#,#,#,185.97,0.32,23.52,36.88,-4.09,0.36,-8.77,-0.07,0.03,-0.01,24.11,0,1000.00,*51
289,168.90,46.00,#,#,#,#,#,#,#,186.04,0.32,23.53,36.88,-4.03,0.33,-8.76,-0.07,0.03,-0.02,24.06,0,1000.00,*A7
290,169.49,46.70,#,#,#,#,#,#,#,185.97,0.31,23.53,36.88,-4.02,0.36,-8.72,-0.07,0.03,-0.01,24.01,0,1000.00,*61
291,170.07,46.70,#,#,#,#,#,#,#,185.78,0.32,23.52,36.87,-4.08,0.38,-8.73,-0.06,0.03,-0.02,24.11,0,1000.00,*13
292,170.65,46.70,#,#,#,#,#,#,#,185.75,0.32,23.53,36.87,-4.08,0.38,-8.73,-0.07,0.03,-0.01,23.97,0,1000.00,*4D
293,171.24,46.70,#,#,#,#,#,#,#,185.99,0.32,23.53,36.87,-4.06,0.39,-8.72,-0.07,0.03,-0.01,24.15,0,1000.00,*AD
294,171.82,46.70,#,#,#,#,#,#,#,185.98,0.32,23.53,36.86,-4.03,0.40,-8.72,-0.07,0.03,-0.02,24.06,0,1000.00,*7B
295,172.41,46.70,#,#,#,#,#,#,#,186.13,0.32,23.54,36.86,-4.00,0.34,-8.78,-0.07,0.03,-0.01,24.11,0,1000.00,*8B
296,172.99,46.70,#,#,#,#,#,#,#,185.88,0.32,23.53,36.85,-4.04,0.39,-8.75,-0.07,0.03,-0.01,24.11,0,1000.00,*3C
297,173.57,46.70,#,#,#,#,#,#,#,186.02,0.32,23.54,36.84,-4.08,0.33,-8.74,-0.07,0.02,-0.01,24.11,0,1000.00,*94
298,174.15,46.70,#,#,#,#,#,#,#,185.95,0.32,23.54,36.84,-4.03,0.40,-8.69,-0.07,0.03,-0.01,24.06,0,1000.00,*7D
299,174.74,46.70,#,#,#,#,#,#,#,185.71,0.31,23.55,36.84,-4.06,0.35,-8.72,-0.06,0.03,-0.01,24.11,0,1000.00,*6E
300,175.33,46.70,#,#,#,#,#,#,#,186.01,0.32,23.55,36.83,-4.05,0.35,-8.74,-0.07,0.03,-0.01,24.15,0,1000.00,*C3
301,175.91,46.70,#,#,#,#,#,#,#,186.17,0.32,23.55,36.81,-4.07,0.36,-8.79,-0.06,0.03,-0.01,24.01,0,1000.00,*6B
302,176.49,46.70,#,#,#,#,#,#,#,185.85,0.32,23.55,36.83,-3.99,0.36,-8.49,-0.04,0.04,-0.02,24.20,0,1000.00,*70
303,177.08,46.70,#,#,#,#,#,#,#,186.01,0.32,23.55,36.81,-4.08,0.01,-8.87,0.07,0.11,-0.04,24.11,0,1000.00,*65
304,177.66,46.70,#,#,#,#,#,#,#,185.85,0.32,23.55,36.81,-4.09,-0.04,-8.97,-0.49,-0.15,-0.09,24.06,0,1000.00,*53
305,178.25,46.70,#,#,#,#,#,#,#,186.12,0.32,23.55,36.81,-4.37,0.22,-8.65,-0.03,0.15,-0.05,24.11,0,1000.00,*4C
306,178.83,46.70,#,#,#,#,#,#,#,185.89,0.32,23.56,36.80,-4.18,-1.08,-9.86,-0.02,0.10,-0.06,24.11,0,1000.00,*18
307,179.41,46.70,#,#,#,#,#,#,#,186.17,0.32,23.56,36.82,-3.16,0.06,-8.17,0.00,-0.05,0.00,24.11,0,1000.00,*C1
308,180.00,46.70,#,#,#,#,#,#,#,185.87,0.32,23.56,36.80,-4.60,0.16,-8.48,-0.06,0.03,-0.01,24.11,0,1000.00,*C2
309,180.59,47.40,#,#,#,#,#,#,#,185.82,0.32,23.56,36.79,-4.49,0.41,-8.49,-0.05,0.05,-0.02,24.15,0,1000.00,*9D
310,181.17,46.70,#,#,#,#,#,#,#,185.83,0.32,23.56,36.79,-4.46,0.22,-8.53,-0.10,-0.01,0.00,24.20,0,1000.00,*28
311,181.75,46.70,#,#,#,#,#,#,#,185.89,0.32,23.57,36.79,-4.44,0.14,-8.48,-0.07,0.03,-0.01,24.11,0,1000.00,*16
312,182.34,46.70,#,#,#,#,#,#,#,185.91,0.32,23.57,36.79,-4.13,0.39,-7.72,-0.10,-0.01,0.00,24.15,0,1000.00,*57
313,182.92,47.40,#,#,#,#,#,#,#,186.11,0.32,23.57,36.78,-4.75,0.62,-8.16,-0.07,0.18,-0.00,24.11,0,1000.00,*46
314,183.51,47.40,#,#,#,#,#,#,#,185.92,0.32,23.57,36.77,-4.35,0.38,-8.49,-0.08,0.00,-0.02,24.11,0,1000.00,*6A
315,184.09,47.40,#,#,#,#,#,#,#,185.95,0.32,23.57,36.78,-4.40,0.21,-8.57,-0.18,0.05,-0.15,24.15,0,1000.00,*3B
316,184.67,46.70,#,#,#,#,#,#,#,186.00,0.32,23.57,36.77,-4.44,0.56,-8.36,-0.00,0.00,0.06,24.15,0,1000.00,*84
317,185.26,47.40,#,#,#,#,#,#,#,185.75,0.32,23.57,36.77,-4.15,0.16,-8.26,-0.10,0.01,-0.02,24.11,0,1000.00,*46
318,185.84,47.40,#,#,#,#,#,#,#,185.75,0.32,23.58,36.76,-4.59,0.35,-8.59,-0.02,-0.05,-0.00,24.11,0,1000.00,*CB
319,186.43,47.40,#,#,#,#,#,#,#,185.97,0.32,23.59,36.76,-4.47,0.36,-8.80,-0.06,0.05,-0.02,24.11,0,1000.00,*11
320,187.01,46.70,#,#,#,#,#,#,#,185.86,0.32,23.58,36.76,-4.63,0.31,-8.64,-0.08,0.03,-0.00,24.15,0,1000.00,*60
321,187.59,46.70,#,#,#,#,#,#,#,185.93,0.32,23.58,36.76,-4.82,0.67,-9.46,0.07,-0.04,-0.12,24.25,0,1000.00,*18
322,188.18,46.70,#,#,#,#,#,#,#,185.95,0.32,23.58,36.75,-5.63,3.01,-7.75,-0.31,0.03,-0.79,24.15,0,1000.00,*BA
323,188.76,47.40,#,#,#,#,#,#,#,185.99,0.32,23.59,36.74,-4.46,0.19,-8.63,-0.06,0.03,-0.02,24.11,0,1000.00,*AE
324,189.35,47.40,#,#,#,#,#,#,#,185.99,0.32,23.58,36.75,-4.54,0.25,-8.18,-0.06,0.01,-0.01,24.20,0,1000.00,*68
325,189.93,47.40,#,#,#,#,#,#,#,185.80,0.32,23.59,36.74,-4.52,0.33,-8.36,-0.08,0.02,-0.00,24.15,0,1000.00,*B3
326,190.51,47.40,#,#,#,#,#,#,#,185.82,0.32,23.59,36.74,-2.18,-1.36,-7.36,0.37,-0.07,1.10,24.15,0,1000.00,*B5
327,191.10,47.40,#,#,#,#,#,#,#,186.02,0.31,23.60,36.74,-3.92,0.24,-8.90,-0.03,0.18,-0.01,24.20,0,1000.00,*21
328,191.69,47.40,#,#,#,#,#,#,#,186.04,0.32,23.60,36.74,-4.48,0.44,-7.78,-0.10,-0.02,-0.17,24.20,0,1000.00,*6A
329,192.27,46.70,#,#,#,#,#,#,#,185.89,0.32,23.60,36.73,-4.53,0.16,-8.93,0.02,-0.07,0.01,24.15,0,1000.00,*FF
330,192.86,47.40,#,#,#,#,#,#,#,185.85,0.32,23.60,36.74,-4.28,0.28,-8.67,-0.07,0.02,-0.01,24.15,0,1000.00,*B2
331,193.44,46.70,#,#,#,#,#,#,#,186.11,0.32,23.61,36.73,-4.20,0.24,-8.25,-0.13,0.04,0.01,24.11,0,1000.00,*1D
332,194.02,46.70,#,#,#,#,#,#,#,185.83,0.32,23.61,36.74,-4.30,0.31,-8.54,-0.08,0.03,-0.00,24.20,0,1000.00,*8E
333,194.61,47.40,#,#,#,#,#,#,#,186.12,0.32,23.60,36.73,-4.39,0.29,-8.44,-0.07,0.03,-0.02,24.29,0,1000.00,*75
334,195.19,47.40,#,#,#,#,#,#,#,186.02,0.32,23.60,36.73,-4.36,0.17,-8.66,-0.06,0.02,-0.02,24.11,0,1000.00,*36
335,195.78,47.40,#,#,#,#,#,#,#,186.08,0.32,23.61,36.73,-4.38,0.31,-8.56,-0.06,0.03,-0.02,24.20,0,1000.00,*F6
336,196.37,47.40,#,#,#,#,#,#,#,185.96,0.32,23.61,36.73,-4.41,0.27,-8.60,-0.07,0.03,-0.01,24.25,0,1000.00,*B4
337,196.95,47.40,#,#,#,#,#,#,#,185.83,0.32,23.62,36.73,-4.35,0.28,-8.60,-0.07,0.03,-0.02,24.29,0,1000.00,*4E
